,Algtype,2_discrepancy_obtained,2_NumExamples,3_discrepancy_obtained,3_NumExamples,6_discrepancy_obtained,6_NumExamples,9_discrepancy_obtained,9_NumExamples,12_discrepancy_obtained,12_NumExamples,15_discrepancy_obtained,15_NumExamples,18_discrepancy_obtained,18_NumExamples,21_discrepancy_obtained,21_NumExamples,24_discrepancy_obtained,24_NumExamples,27_discrepancy_obtained,27_NumExamples,30_discrepancy_obtained,30_NumExamples,33_discrepancy_obtained,33_NumExamples,36_discrepancy_obtained,36_NumExamples,39_discrepancy_obtained,39_NumExamples,42_discrepancy_obtained,42_NumExamples,45_discrepancy_obtained,45_NumExamples,48_discrepancy_obtained,48_NumExamples,51_discrepancy_obtained,51_NumExamples,54_discrepancy_obtained,54_NumExamples,57_discrepancy_obtained,57_NumExamples,60_discrepancy_obtained,60_NumExamples
0,AWP,0.6633318038025696,0,0.4755768439788076,78,0.211717711886362,744,0.17973798820923484,2109,0.1568097954742115,3152,0.13348392719848162,3865,0.1229824076058976,4089,0.10759794271570504,4576,0.09865174105327748,4963,0.08841260464816221,5390,0.08012598471526262,5655,0.07553840976809242,5963,0.07135765798109091,6033,0.06448754528668317,6547,0.06070475856588167,6846,0.05623530287854133,7184,0.05458671473264845,7319,0.05029545479381038,7646,0.047863489285573615,7873,0.046332680909673435,8090,0.04326334492222244,8442
1,EMPIRICAL,0.6633318038025696,0,0.4757618438027179,78,0.2224362162643866,744,0.2085545693125768,2109,0.1921694306530156,3152,0.17758661399136474,3865,0.17804397788166715,4089,0.17398695701170835,4576,0.16725728441056398,4963,0.1614923182169887,5390,0.15968833878392624,5655,0.15514347085219796,5963,0.1562156508925556,6033,0.14946034323392998,6547,0.1464916807071621,6846,0.1393803594141996,7184,0.14021312164358346,7319,0.1362379275026952,7646,0.1338448245299467,7873,0.12846167601873956,8090,0.12767410132370102,8442
2,UNIFORM,0.6633318038025696,0,0.4754734901175966,78,0.2232723589873164,744,0.20584521353515686,2109,0.19240825972023465,3152,0.17977719528673294,3865,0.17490268011607804,4089,0.16579907439589706,4576,0.16541578987855615,4963,0.16086732782251534,5390,0.1579213970531596,5655,0.15576225185344444,5963,0.15482638938527754,6033,0.1477076393332054,6547,0.1433878687915418,6846,0.14174645343551318,7184,0.14143176690113793,7319,0.1368784926128289,7646,0.1329982074622983,7873,0.1326778326752392,8090,0.1287762254784396,8442
3,WEIGHT,0.6633318038025696,0,0.4757054954973012,78,0.22917102919569504,744,0.21041924086238284,2109,0.19767710285012474,3152,0.1918762805199541,3865,0.18743078686514064,4089,0.18610580037095265,4576,0.17307367016538286,4963,0.16804779078030815,5390,0.16807277916725225,5655,0.1628061835775614,5963,0.16166737173921478,6033,0.156090238629294,6547,0.15694475277779854,6846,0.15174938753471942,7184,0.1493945665719842,7319,0.148154973864255,7646,0.14206529168539053,7873,0.14052087699289528,8090,0.13825176769858896,8442
4,AWP,0.6633318038025696,0,0.475988476692662,69,0.21915850847624266,551,0.17814751139567905,2315,0.15815278035798552,3068,0.13480931855092254,3725,0.12359682414322375,4037,0.10795424501627801,4567,0.09618391302698924,5078,0.08556080766228152,5516,0.08022465890664426,5846,0.07095508575430348,6158,0.06919186783182285,6294,0.06596645083754857,6427,0.06180890066069283,6718,0.05688843985352862,7056,0.05440254226309235,7252,0.051331417668951836,7452,0.0453975280528571,7965,0.04362852469164743,8171,0.04226485321517125,8298
5,EMPIRICAL,0.6633318038025696,0,0.4760351561844983,69,0.22397340961739634,551,0.20558175218871005,2315,0.19372696703710066,3068,0.1827833509745675,3725,0.17779515686889716,4037,0.16937977576283908,4567,0.16668525565597064,5078,0.1610209672607372,5516,0.15885960977351188,5846,0.15471909533063025,6158,0.15265757488644258,6294,0.1495192765408803,6427,0.14863833929659645,6718,0.14598732772815726,7056,0.13861804623981924,7252,0.13692981214739075,7452,0.13155386126276594,7965,0.1291089384996487,8171,0.13088905376540722,8298
6,UNIFORM,0.6633318038025696,0,0.4760825631715246,69,0.2238970576330009,551,0.2062529793779626,2315,0.19285352842954606,3068,0.179946771178363,3725,0.17878985212940834,4037,0.16980743015412011,4567,0.1625622340288536,5078,0.1606607122442231,5516,0.16129935710084672,5846,0.15367875168601716,6158,0.1559239493739894,6294,0.15105987529145584,6427,0.14757598880315706,6718,0.14030250075940606,7056,0.1418669119875927,7252,0.13706208429625594,7452,0.1330470516981576,7965,0.13459528340292634,8171,0.12631894568198426,8298
7,WEIGHT,0.6633318038025696,0,0.4753866513289956,69,0.23039431137001964,551,0.20860970181254648,2315,0.1996858617271712,3068,0.19144212374065075,3725,0.19084307731973515,4037,0.18546768922980675,4567,0.17050117753351934,5078,0.16489392457841734,5516,0.16389242914615818,5846,0.16053722792095249,6158,0.15973698810067175,6294,0.15791843975927972,6427,0.15601434992217778,6718,0.15445247327515865,7056,0.15019559997106052,7252,0.14397158062510804,7452,0.1426525199723014,7965,0.14290818040915304,8171,0.14031515166058806,8298
8,AWP,0.6633318038025696,0,0.4750017531188279,84,0.21394855111255404,696,0.18204392611716186,2061,0.15684323207831558,3131,0.1363930689019688,3759,0.12309973570724053,4087,0.10579105264585584,4552,0.09530311859843453,5066,0.08783026404776899,5421,0.07932195604227052,5757,0.0752096651108542,5985,0.06972351866515397,6285,0.0668401871650061,6420,0.0600684996015486,6872,0.0571940442662824,7096,0.05496440470996703,7230,0.05183677928969426,7469,0.04943749173445092,7597,0.04730379114362257,7828,0.044914201240906566,8054
9,EMPIRICAL,0.6633318038025696,0,0.47582905178147705,84,0.22228602015832075,696,0.20699465823939814,2061,0.19162578032138328,3131,0.1802320114919723,3759,0.17485674851382613,4087,0.171169965079484,4552,0.16723104952627804,5066,0.1611376284246084,5421,0.15794084989691512,5757,0.15726144064044853,5985,0.1563673919954874,6285,0.15199452073948322,6420,0.14820193350398253,6872,0.1391363807336883,7096,0.13740101165045224,7230,0.13853772672463388,7469,0.13443857616351335,7597,0.1333204639746328,7828,0.12982150940226395,8054
