,Algtype,2_discrepancy_obtained,2_NumExamples,100_discrepancy_obtained,100_NumExamples,200_discrepancy_obtained,200_NumExamples,300_discrepancy_obtained,300_NumExamples,400_discrepancy_obtained,400_NumExamples,500_discrepancy_obtained,500_NumExamples,600_discrepancy_obtained,600_NumExamples,700_discrepancy_obtained,700_NumExamples,800_discrepancy_obtained,800_NumExamples,900_discrepancy_obtained,900_NumExamples,1000_discrepancy_obtained,1000_NumExamples,1100_discrepancy_obtained,1100_NumExamples,1200_discrepancy_obtained,1200_NumExamples,1300_discrepancy_obtained,1300_NumExamples,1400_discrepancy_obtained,1400_NumExamples,1500_discrepancy_obtained,1500_NumExamples,1600_discrepancy_obtained,1600_NumExamples,1700_discrepancy_obtained,1700_NumExamples,1800_discrepancy_obtained,1800_NumExamples,1900_discrepancy_obtained,1900_NumExamples,2000_discrepancy_obtained,2000_NumExamples
0,AWP,0.949003883251786,0,0.6403474639385003,4262,0.4583781365823042,6707,0.3801581912919014,8271,0.31741064064527824,9911,0.270498596456847,10997,0.2383750463096927,11972,0.2102058406372489,12808,0.1894302198568356,13441,0.16891852217522274,14199,0.14048820700069245,15063,0.1176725106790328,15853,0.11047112951377988,16259,0.09967720738061188,16744,0.08992088962758267,17233,0.0838080953313994,17658,0.0799998610827648,17833,0.07097182932962957,18352,0.06625490412780365,18754,0.06289502924388868,18967,0.058108659976890235,19333
1,EMPIRICAL,0.949003883251786,0,0.7643227975165042,4262,0.6614932623150336,6707,0.5991884719449913,8271,0.5232861610959952,9911,0.4663705156052779,10997,0.4237143142439397,11972,0.41748508633030296,12808,0.38485335836265533,13441,0.33351252938000003,14199,0.3025679104585728,15063,0.3138174126711951,15853,0.2429818364370468,16259,0.2582503713957961,16744,0.20441603854867246,17233,0.2106324696090296,17658,0.19839247660152226,17833,0.2004366086394085,18352,0.18945742494761308,18754,0.18018322894967448,18967,0.15107998257261412,19333
2,UNIFORM,0.949003883251786,0,0.7599722259420422,4262,0.6662901014316992,6707,0.6003374926524498,8271,0.5180380806466112,9911,0.4782361676862608,10997,0.4139487516298811,11972,0.3600892247454611,12808,0.3521676083746816,13441,0.3114944694618074,14199,0.2890466159914813,15063,0.2724730427272022,15853,0.2487765189590045,16259,0.22300231296426373,16744,0.2283377638121189,17233,0.1714685913418496,17658,0.1797345963050404,17833,0.165858061963474,18352,0.1645340137885471,18754,0.15438016555420284,18967,0.13862570491196055,19333
3,WEIGHT,0.949003883251786,0,0.7476396702967492,4262,0.6449537378638459,6707,0.567402717467985,8271,0.485354239705882,9911,0.4690530893441499,10997,0.38932046687221705,11972,0.33036772641311146,12808,0.32170100366395443,13441,0.28625400978905297,14199,0.262942789490458,15063,0.22706379524771225,15853,0.2084085019920312,16259,0.2040620598497196,16744,0.18558859556986412,17233,0.177815961389695,17658,0.1596730170212618,17833,0.1472756186683823,18352,0.14018318105194405,18754,0.12300552970228786,18967,0.117174569181985,19333
4,AWP,0.949003883251786,0,0.6369876514615931,3895,0.5247191719279529,5879,0.423383603989404,7473,0.3620947407354083,8689,0.2969012000233209,10330,0.2612668999039307,11521,0.23478981273184465,12114,0.20862035283112573,13088,0.18015287290990248,14217,0.14772423412808894,15340,0.13361936795929572,15919,0.11909714490077672,16511,0.11331532611804974,16739,0.09870914196538368,17320,0.09036857296785293,17767,0.08597937376653546,17977,0.0777818233929658,18383,0.06615109096584416,18880,0.06005747475909558,19219,0.05741201178649408,19431
5,EMPIRICAL,0.949003883251786,0,0.7964354379286047,3895,0.6825385688681836,5879,0.6102845374892565,7473,0.5585089009620758,8689,0.5236641571555237,10330,0.4373842152432672,11521,0.4090319510577921,12114,0.3829191529424975,13088,0.33431267801695563,14217,0.31084280248951146,15340,0.295161837071104,15919,0.2670743495513985,16511,0.25634390232675985,16739,0.2134236834021114,17320,0.20871641324159732,17767,0.1959104317188413,17977,0.17124987400036526,18383,0.1672639716095547,18880,0.1666058002258105,19219,0.13593654582558715,19431
6,UNIFORM,0.949003883251786,0,0.7931708872604906,3895,0.6732422862512036,5879,0.5930619234338764,7473,0.565812719702037,8689,0.4926675891527986,10330,0.4249691651217436,11521,0.4180416048971265,12114,0.368026919696332,13088,0.33273588822587924,14217,0.2878176835805304,15340,0.2765933413433616,15919,0.2508779791129046,16511,0.23409143428530604,16739,0.21736116921657564,17320,0.18665302819471835,17767,0.17029569948492804,17977,0.15702628237407615,18383,0.14317246287595908,18880,0.13884167365201555,19219,0.12029384377450053,19431
7,WEIGHT,0.949003883251786,0,0.7626913154570899,3895,0.6295607331971704,5879,0.547596484346177,7473,0.5190289986609902,8689,0.4351821943541026,10330,0.4114459889307914,11521,0.3704064100466225,12114,0.32971300909802803,13088,0.301271682631295,14217,0.25986941514300443,15340,0.2315414082595112,15919,0.21363385296942586,16511,0.2035875205511689,16739,0.18191059703174348,17320,0.1664379524000802,17767,0.1604922472951962,17977,0.14755726343921755,18383,0.1332279548481695,18880,0.12556956046642834,19219,0.12400213940798276,19431
8,AWP,0.949003883251786,0,0.6410086268559542,3815,0.5010071842859743,5847,0.41593331856391136,7616,0.3621628794447643,9205,0.3039366953511892,10451,0.26085005129821864,11668,0.2332036351996515,12476,0.2154858563093192,13183,0.1902394060797058,14023,0.16148783872667566,14850,0.13701164769837054,15680,0.12571498870233394,16171,0.11120682924088413,16843,0.09862716151323198,17289,0.0888480770149541,17848,0.08199623704828887,18252,0.07737901927364113,18547,0.07124467848985212,18882,0.06692337523655603,19137,0.06361932021085734,19458
9,EMPIRICAL,0.949003883251786,0,0.7892986203194428,3815,0.6676844855845225,5847,0.6204227440514842,7616,0.5687497783183556,9205,0.4843646500119272,10451,0.4638558917907004,11668,0.4288232183392653,12476,0.37813891860850496,13183,0.3680425682867881,14023,0.32557516062168085,14850,0.3013631639832704,15680,0.2898120207192396,16171,0.2453141286519276,16843,0.2236947503336238,17289,0.202053404656398,17848,0.18218905176507744,18252,0.18680746303491166,18547,0.17460174937783024,18882,0.16119532949158705,19137,0.14562857308015606,19458
